alert_id,sensor_node_id,social_node_id,incident_type,sensor_location,timestamp,sequence_frame,temperature_celsius,smoke_density_ppm,co2_level_ppm,humidity_percentage,crowd_density,traffic_density,visibility_score,fire_area_ratio,network_latency_ms,propagation_delay_sec,routing_path_length,node_influence_score,coverage_percentage,alert_reliability_score,social_alerts_forwarded,response_time_sec,emergency_severity,alert_priority,fire_detected,smoke_detected,sensor_confidence_score,mobile_alerts_sent,citizen_reports_received,target_label
ALERT_001337,FIRE_NODE_0491,USER_NODE_04183,warehouse_fire,shopping_mall,2026-05-14 13:17:53.298300,17,80.32,922.29,3721.26,23.8,0.071,0.859,0.332,0.1312,422.53,54.7,12,0.091,85.95,0.866,2002,258.14,moderate,high,1,1,0.916,10453,352,1
ALERT_001338,FIRE_NODE_0189,USER_NODE_00946,kitchen_fire,metro_station,2026-05-14 13:17:56.298300,14,214.02,336.71,1232.05,64.34,0.672,0.444,0.566,0.4859,622.96,55.27,12,0.456,57.6,0.886,1011,252.36,critical,urgent,1,1,0.872,4020,244,2
ALERT_001339,FIRE_NODE_0018,USER_NODE_05922,kitchen_fire,residential_building,2026-05-14 13:17:59.298300,5,118.5,251.36,2665.48,49.91,0.801,0.498,0.199,0.2725,633.31,25.36,5,0.712,70.43,0.77,2480,478.71,critical,urgent,1,1,0.724,7512,483,2
ALERT_001340,FIRE_NODE_0349,USER_NODE_02415,forest_fire,warehouse_zone,2026-05-14 13:18:02.298300,20,136.86,313.96,895.09,37.69,0.505,0.71,0.72,0.4744,339.46,38.27,10,0.598,65.29,0.873,2715,568.61,critical,urgent,1,1,0.756,13837,82,2
ALERT_001341,FIRE_NODE_0007,USER_NODE_01913,warehouse_fire,commercial_complex,2026-05-14 13:18:05.298300,13,203.51,139.87,1956.91,23.73,0.63,0.14,0.844,0.5394,528.61,28.05,7,0.936,89.84,0.845,2893,422.61,critical,urgent,1,1,0.864,9653,498,2
ALERT_001342,FIRE_NODE_0462,USER_NODE_01317,industrial_fire,warehouse_zone,2026-05-14 13:18:08.298300,14,147.89,450.69,2633.17,10.08,0.364,0.699,0.908,0.6262,453.46,36.79,3,0.226,81.72,0.72,1749,174.39,critical,urgent,1,1,0.894,4193,354,2
ALERT_001343,FIRE_NODE_0155,USER_NODE_08203,industrial_fire,metro_station,2026-05-14 13:18:11.298300,19,99.3,135.83,4260.23,25.17,0.072,0.084,0.277,0.1198,623.95,19.98,5,0.814,50.43,0.843,1686,414.38,moderate,high,1,1,0.889,12378,448,1
ALERT_001344,FIRE_NODE_0474,USER_NODE_01457,urban_fire,shopping_mall,2026-05-14 13:18:14.298300,5,150.2,1115.8,1605.51,37.09,0.885,0.087,0.1,0.1555,513.76,16.33,5,0.231,67.53,0.878,859,152.89,moderate,high,1,1,0.787,12309,203,1
ALERT_001345,FIRE_NODE_0358,USER_NODE_05048,urban_fire,industrial_area,2026-05-14 13:18:17.298300,16,152.37,1139.23,3568.86,55.89,0.373,0.28,0.459,0.5256,375.91,50.96,1,0.989,44.32,0.713,397,94.01,critical,urgent,1,1,0.811,1194,396,2
ALERT_001346,FIRE_NODE_0357,USER_NODE_06846,industrial_fire,metro_station,2026-05-14 13:18:20.298300,10,67.93,1055.14,701.84,25.53,0.193,0.932,0.653,0.5933,778.42,30.33,12,0.273,51.62,0.765,1766,426.61,critical,urgent,1,1,0.712,2845,90,2
ALERT_001347,FIRE_NODE_0192,USER_NODE_03054,kitchen_fire,industrial_area,2026-05-14 13:18:23.298300,7,53.99,761.12,3425.05,48.24,0.378,0.808,0.53,0.073,641.74,57.23,8,0.107,63.48,0.841,746,92.15,low,medium,1,1,0.952,8284,485,0
ALERT_001348,FIRE_NODE_0057,USER_NODE_07384,industrial_fire,warehouse_zone,2026-05-14 13:18:26.298300,6,94.73,956.97,3552.38,43.87,0.2,0.228,0.093,0.1603,289.45,50.16,4,0.398,85.28,0.827,242,472.0,moderate,high,1,1,0.983,12336,93,1
ALERT_001349,FIRE_NODE_0415,USER_NODE_03144,forest_fire,metro_station,2026-05-14 13:18:29.298300,15,86.97,1045.82,3336.03,58.12,0.655,0.43,0.255,0.0502,437.7,59.43,11,0.751,59.64,0.94,2558,462.55,low,medium,1,1,0.782,1839,444,0
ALERT_001350,FIRE_NODE_0326,USER_NODE_02722,urban_fire,forest_region,2026-05-14 13:18:32.298300,3,47.5,212.34,4460.15,59.38,0.302,0.292,0.764,0.6098,627.73,36.73,7,0.281,71.54,0.768,511,485.77,critical,urgent,1,1,0.812,4584,32,2
ALERT_001351,FIRE_NODE_0176,USER_NODE_00487,industrial_fire,warehouse_zone,2026-05-14 13:18:35.298300,16,190.9,507.4,4226.26,26.67,0.446,0.619,0.113,0.6166,467.41,30.96,8,0.847,91.95,0.851,2756,556.72,critical,urgent,1,1,0.719,12510,51,2
ALERT_001352,FIRE_NODE_0005,USER_NODE_01001,forest_fire,residential_building,2026-05-14 13:18:38.298300,19,64.81,748.4,2157.89,35.17,0.335,0.411,0.79,0.3878,797.93,47.43,13,0.31,55.86,0.797,172,506.74,critical,urgent,1,1,0.708,1636,108,2
ALERT_001353,FIRE_NODE_0268,USER_NODE_00119,building_fire,forest_region,2026-05-14 13:18:41.298300,16,85.28,1093.51,3415.54,19.75,0.227,0.864,0.854,0.1702,348.0,50.24,8,0.782,88.83,0.85,1381,547.37,moderate,high,1,1,0.795,9952,219,1
ALERT_001354,FIRE_NODE_0173,USER_NODE_06075,kitchen_fire,shopping_mall,2026-05-14 13:18:44.298300,11,72.42,873.78,2973.16,60.55,0.09,0.845,0.314,0.4274,51.3,36.97,14,0.731,62.13,0.762,982,324.89,critical,urgent,1,1,0.942,5968,340,2
ALERT_001355,FIRE_NODE_0205,USER_NODE_06201,industrial_fire,residential_building,2026-05-14 13:18:47.298300,12,101.62,362.77,1827.32,66.69,0.366,0.014,0.754,0.456,120.28,59.11,14,0.628,70.05,0.811,1353,539.71,critical,urgent,1,1,0.771,13259,51,2
ALERT_001356,FIRE_NODE_0002,USER_NODE_07487,warehouse_fire,metro_station,2026-05-14 13:18:50.298300,5,95.01,217.1,3940.12,43.71,0.613,0.226,0.636,0.4987,299.15,48.28,1,0.381,85.49,0.71,2466,332.94,critical,urgent,1,1,0.981,2063,444,2
ALERT_001357,FIRE_NODE_0272,USER_NODE_04579,kitchen_fire,warehouse_zone,2026-05-14 13:18:53.298300,12,216.72,395.56,2542.16,9.09,0.875,0.573,0.397,0.0777,758.48,32.28,8,0.319,61.01,0.779,2533,363.08,low,medium,1,1,0.97,11292,337,0
ALERT_001358,FIRE_NODE_0446,USER_NODE_07786,industrial_fire,metro_station,2026-05-14 13:18:56.298300,7,194.92,595.63,4236.6,32.5,0.26,0.984,0.323,0.2138,791.96,8.9,1,0.773,96.15,0.848,2614,6.5,moderate,high,1,1,0.809,13363,164,1
ALERT_001359,FIRE_NODE_0009,USER_NODE_05902,warehouse_fire,residential_building,2026-05-14 13:18:59.298300,11,64.52,546.13,4076.12,33.52,0.438,0.561,0.574,0.5573,260.52,49.48,11,0.588,58.03,0.786,1820,219.88,critical,urgent,1,1,0.881,3876,310,2
ALERT_001360,FIRE_NODE_0249,USER_NODE_06557,kitchen_fire,commercial_complex,2026-05-14 13:19:02.298300,12,85.39,1110.77,3129.62,64.8,0.056,0.349,0.071,0.1806,692.37,3.16,7,0.464,47.05,0.821,1951,504.12,moderate,high,1,1,0.881,10836,438,1
ALERT_001361,FIRE_NODE_0359,USER_NODE_01646,kitchen_fire,metro_station,2026-05-14 13:19:05.298300,10,173.93,471.0,4755.35,51.1,0.428,0.432,0.877,0.3768,570.98,25.61,10,0.263,83.41,0.876,800,303.3,critical,urgent,1,1,0.881,11714,73,2
ALERT_001362,FIRE_NODE_0446,USER_NODE_08521,industrial_fire,residential_building,2026-05-14 13:19:08.298300,5,81.45,969.21,4771.92,62.92,0.328,0.412,0.778,0.3889,447.37,55.67,8,0.559,70.9,0.712,357,46.3,critical,urgent,1,1,0.702,4987,426,2
ALERT_001363,FIRE_NODE_0345,USER_NODE_08991,warehouse_fire,parking_area,2026-05-14 13:19:11.298300,6,204.82,537.39,2661.67,59.95,0.613,0.613,0.317,0.5429,149.35,4.14,15,0.232,56.06,0.782,1828,403.96,critical,urgent,1,1,0.763,1945,246,2
ALERT_001364,FIRE_NODE_0340,USER_NODE_08859,electrical_fire,warehouse_zone,2026-05-14 13:19:14.298300,7,163.42,182.07,1247.69,38.07,0.923,0.861,0.922,0.4246,547.14,37.88,3,0.642,48.83,0.858,2703,234.71,critical,urgent,1,1,0.828,11517,45,2
ALERT_001365,FIRE_NODE_0055,USER_NODE_07126,kitchen_fire,residential_building,2026-05-14 13:19:17.298300,6,136.63,223.8,2181.75,9.12,0.98,0.127,0.283,0.5799,396.51,9.0,15,0.415,46.95,0.758,1338,35.96,critical,urgent,1,1,0.827,14838,196,2
ALERT_001366,FIRE_NODE_0393,USER_NODE_04594,electrical_fire,forest_region,2026-05-14 13:19:20.298300,16,186.16,736.29,3267.92,18.04,0.35,0.847,0.129,0.5584,397.28,50.39,15,0.352,60.33,0.918,2747,472.07,critical,urgent,1,1,0.767,2066,340,2
ALERT_001367,FIRE_NODE_0070,USER_NODE_08758,kitchen_fire,parking_area,2026-05-14 13:19:23.298300,3,215.25,174.63,901.41,43.71,0.726,0.961,0.414,0.0213,490.26,18.09,13,0.461,69.31,0.719,2834,294.16,low,medium,0,1,0.824,5502,446,0
ALERT_001368,FIRE_NODE_0115,USER_NODE_09437,warehouse_fire,commercial_complex,2026-05-14 13:19:26.298300,11,169.7,803.15,1414.95,18.4,0.258,0.187,0.641,0.6464,528.64,36.79,7,0.439,58.75,0.964,2939,581.56,critical,urgent,1,1,0.844,12222,376,2
ALERT_001369,FIRE_NODE_0372,USER_NODE_06253,kitchen_fire,metro_station,2026-05-14 13:19:29.298300,8,95.79,942.54,1182.81,54.76,0.821,0.134,0.929,0.6407,750.64,30.27,4,0.284,74.92,0.822,1062,127.54,critical,urgent,1,1,0.823,1945,148,2
ALERT_001370,FIRE_NODE_0045,USER_NODE_01825,urban_fire,shopping_mall,2026-05-14 13:19:32.298300,19,161.18,159.42,2067.04,6.16,0.752,0.644,0.106,0.6273,37.64,35.81,15,0.788,87.27,0.71,771,544.32,critical,urgent,1,1,0.966,12249,482,2
ALERT_001371,FIRE_NODE_0060,USER_NODE_09386,forest_fire,industrial_area,2026-05-14 13:19:35.298300,11,143.24,619.93,797.42,41.53,0.415,0.775,0.413,0.4459,99.1,8.84,7,0.183,42.73,0.857,2364,477.41,critical,urgent,1,1,0.877,12123,0,2
ALERT_001372,FIRE_NODE_0160,USER_NODE_01014,industrial_fire,warehouse_zone,2026-05-14 13:19:38.298300,13,145.62,842.3,2094.44,28.53,0.321,0.715,0.195,0.0134,485.03,56.6,7,0.629,86.98,0.895,1310,300.97,low,medium,0,1,0.908,12686,186,0
ALERT_001373,FIRE_NODE_0409,USER_NODE_02070,industrial_fire,warehouse_zone,2026-05-14 13:19:41.298300,4,189.22,331.7,2078.97,19.54,0.458,0.886,0.361,0.2465,691.09,31.41,7,0.559,91.65,0.842,38,410.53,moderate,high,1,1,0.725,8869,436,1
ALERT_001374,FIRE_NODE_0236,USER_NODE_05177,electrical_fire,forest_region,2026-05-14 13:19:44.298300,8,76.26,532.9,2777.29,67.77,0.971,0.853,0.334,0.6268,557.69,24.18,8,0.717,40.99,0.742,2786,498.66,critical,urgent,1,1,0.887,7517,75,2
ALERT_001375,FIRE_NODE_0308,USER_NODE_04644,electrical_fire,residential_building,2026-05-14 13:19:47.298300,20,108.73,640.75,4582.63,46.05,0.404,0.129,0.314,0.636,361.14,28.84,6,0.524,93.05,0.875,1266,417.74,critical,urgent,1,1,0.813,8280,352,2
ALERT_001376,FIRE_NODE_0064,USER_NODE_04481,warehouse_fire,parking_area,2026-05-14 13:19:50.298300,7,50.09,1122.69,4776.16,66.69,0.944,0.817,0.666,0.5497,488.43,8.93,8,0.422,98.28,0.802,1194,521.36,critical,urgent,1,1,0.727,11586,494,2
ALERT_001377,FIRE_NODE_0193,USER_NODE_00964,warehouse_fire,shopping_mall,2026-05-14 13:19:53.298300,5,103.48,473.07,827.05,12.74,0.201,0.839,0.107,0.1977,27.94,42.04,14,0.639,78.7,0.809,2936,128.92,moderate,high,1,1,0.909,3500,434,1
ALERT_001378,FIRE_NODE_0376,USER_NODE_03688,kitchen_fire,residential_building,2026-05-14 13:19:56.298300,6,186.95,235.23,2742.05,21.17,0.176,0.737,0.534,0.1444,261.8,58.03,14,0.856,92.8,0.833,1997,376.17,moderate,high,1,1,0.809,11967,200,1
ALERT_001379,FIRE_NODE_0154,USER_NODE_02609,urban_fire,metro_station,2026-05-14 13:19:59.298300,11,58.6,529.2,3213.52,23.66,0.849,0.16,0.38,0.0856,335.77,3.34,7,0.309,64.04,0.839,2777,328.5,moderate,high,1,1,0.78,7806,178,1
ALERT_001380,FIRE_NODE_0388,USER_NODE_06413,building_fire,commercial_complex,2026-05-14 13:20:02.298300,17,136.53,650.09,1991.18,58.96,0.55,0.339,0.903,0.5501,786.42,41.84,12,0.409,56.85,0.892,1160,588.59,critical,urgent,1,1,0.882,4676,356,2
ALERT_001381,FIRE_NODE_0473,USER_NODE_03197,kitchen_fire,metro_station,2026-05-14 13:20:05.298300,4,199.28,448.6,2390.6,63.91,0.759,0.982,0.747,0.2943,434.23,54.13,3,0.574,55.32,0.826,1325,312.21,critical,urgent,1,1,0.728,12375,405,2
ALERT_001382,FIRE_NODE_0298,USER_NODE_00887,warehouse_fire,forest_region,2026-05-14 13:20:08.298300,15,175.16,202.48,2381.64,57.3,0.473,0.844,0.358,0.6227,183.39,3.26,11,0.879,85.13,0.767,671,590.92,critical,urgent,1,1,0.846,9506,70,2
ALERT_001383,FIRE_NODE_0227,USER_NODE_07905,forest_fire,industrial_area,2026-05-14 13:20:11.298300,7,211.44,645.63,2676.25,34.19,0.342,0.538,0.457,0.0287,223.14,13.57,4,0.874,75.93,0.921,802,574.31,low,medium,0,1,0.887,12097,333,0
ALERT_001384,FIRE_NODE_0005,USER_NODE_05935,kitchen_fire,commercial_complex,2026-05-14 13:20:14.298300,5,216.96,429.18,1419.58,31.22,0.476,0.896,0.554,0.1935,599.25,30.84,7,0.204,74.61,0.964,1750,506.36,moderate,high,1,1,0.87,11182,430,1
ALERT_001385,FIRE_NODE_0087,USER_NODE_00923,urban_fire,shopping_mall,2026-05-14 13:20:17.298300,16,110.99,177.42,2666.46,53.89,0.367,0.243,0.888,0.5349,517.85,9.07,3,0.188,46.19,0.879,215,73.76,critical,urgent,1,1,0.944,1972,263,2
ALERT_001386,FIRE_NODE_0333,USER_NODE_05546,industrial_fire,metro_station,2026-05-14 13:20:20.298300,5,218.77,490.31,2596.15,51.26,0.938,0.895,0.102,0.1141,608.59,41.64,11,0.177,70.12,0.926,2960,135.17,moderate,high,1,1,0.953,6669,125,1
ALERT_001387,FIRE_NODE_0018,USER_NODE_01947,electrical_fire,metro_station,2026-05-14 13:20:23.298300,16,54.27,956.06,3309.6,25.49,0.724,0.785,0.891,0.2422,555.09,36.55,5,0.549,93.42,0.701,2818,172.86,moderate,high,1,1,0.856,9817,488,1
ALERT_001388,FIRE_NODE_0089,USER_NODE_06151,warehouse_fire,commercial_complex,2026-05-14 13:20:26.298300,15,76.2,1096.81,3449.42,36.06,0.817,0.456,0.553,0.0068,305.25,9.19,14,0.705,68.74,0.788,2664,283.36,low,medium,0,1,0.761,6310,140,0
ALERT_001389,FIRE_NODE_0324,USER_NODE_07293,forest_fire,residential_building,2026-05-14 13:20:29.298300,4,206.89,140.45,4407.83,38.24,0.623,0.31,0.92,0.1868,479.32,59.61,2,0.887,72.18,0.987,339,422.32,moderate,high,1,1,0.761,2049,250,1
ALERT_001390,FIRE_NODE_0329,USER_NODE_08352,electrical_fire,residential_building,2026-05-14 13:20:32.298300,19,115.98,454.63,2113.66,54.43,0.588,0.048,0.84,0.1964,797.72,57.3,10,0.944,88.67,0.764,2346,321.92,moderate,high,1,1,0.765,7906,140,1
ALERT_001391,FIRE_NODE_0356,USER_NODE_01550,warehouse_fire,industrial_area,2026-05-14 13:20:35.298300,13,90.44,764.27,779.67,68.01,0.919,0.387,0.514,0.3056,708.12,41.63,8,0.314,66.81,0.824,2641,575.8,critical,urgent,1,1,0.751,11563,222,2
ALERT_001392,FIRE_NODE_0153,USER_NODE_09363,electrical_fire,commercial_complex,2026-05-14 13:20:38.298300,11,60.68,1066.29,4545.42,61.66,0.516,0.663,0.557,0.0498,484.75,1.8,2,0.359,95.94,0.788,2924,564.2,low,medium,1,1,0.773,14941,441,0
ALERT_001393,FIRE_NODE_0408,USER_NODE_08807,electrical_fire,metro_station,2026-05-14 13:20:41.298300,1,100.05,783.82,3951.16,37.59,0.883,0.05,0.88,0.1316,709.71,24.65,7,0.841,80.3,0.751,2278,551.24,moderate,high,1,1,0.771,13443,274,1
ALERT_001394,FIRE_NODE_0402,USER_NODE_08685,building_fire,commercial_complex,2026-05-14 13:20:44.298300,17,87.72,991.88,1065.84,19.43,0.509,0.832,0.183,0.3582,574.77,51.78,14,0.939,87.08,0.889,2396,263.0,critical,urgent,1,1,0.733,8880,365,2
ALERT_001395,FIRE_NODE_0420,USER_NODE_02034,warehouse_fire,warehouse_zone,2026-05-14 13:20:47.298300,4,169.2,1191.87,3841.75,6.09,0.501,0.619,0.671,0.4692,455.32,14.18,3,0.945,81.8,0.769,2454,196.78,critical,urgent,1,1,0.967,11440,92,2
ALERT_001396,FIRE_NODE_0003,USER_NODE_09089,building_fire,shopping_mall,2026-05-14 13:20:50.298300,4,200.31,533.76,768.55,8.15,0.291,0.633,0.576,0.4138,579.48,2.12,1,0.15,61.57,0.745,528,49.82,critical,urgent,1,1,0.886,9472,105,2
ALERT_001397,FIRE_NODE_0335,USER_NODE_02642,urban_fire,forest_region,2026-05-14 13:20:53.298300,2,187.68,922.94,4194.98,48.28,0.738,0.279,0.944,0.1231,187.31,18.05,2,0.977,99.3,0.931,511,379.29,moderate,high,1,1,0.851,8342,152,1
ALERT_001398,FIRE_NODE_0187,USER_NODE_08920,electrical_fire,metro_station,2026-05-14 13:20:56.298300,1,214.86,859.1,4756.81,25.58,0.34,0.856,0.185,0.6151,415.83,55.66,4,0.37,82.96,0.84,1232,377.95,critical,urgent,1,1,0.846,806,484,2
ALERT_001399,FIRE_NODE_0485,USER_NODE_08511,warehouse_fire,forest_region,2026-05-14 13:20:59.298300,18,214.25,855.16,1705.8,64.13,0.301,0.378,0.142,0.5855,243.17,16.28,8,0.924,88.33,0.741,573,462.75,critical,urgent,1,1,0.965,9504,251,2
ALERT_001400,FIRE_NODE_0356,USER_NODE_05128,industrial_fire,shopping_mall,2026-05-14 13:21:02.298300,20,58.74,1004.24,3008.65,48.5,0.498,0.701,0.081,0.4969,46.01,27.86,9,0.193,89.41,0.791,2092,275.19,critical,urgent,1,1,0.824,3488,352,2
ALERT_001401,FIRE_NODE_0051,USER_NODE_00733,electrical_fire,residential_building,2026-05-14 13:21:05.298300,7,180.19,618.88,4071.42,9.78,0.2,0.556,0.902,0.0532,53.61,10.24,3,0.659,63.94,0.939,1228,47.8,low,medium,1,1,0.757,14076,426,0
ALERT_001402,FIRE_NODE_0111,USER_NODE_02199,industrial_fire,warehouse_zone,2026-05-14 13:21:08.298300,19,97.5,781.94,3614.76,13.07,0.944,0.348,0.692,0.3431,193.75,50.93,6,0.827,63.76,0.871,1137,158.41,critical,urgent,1,1,0.9,2155,373,2
ALERT_001403,FIRE_NODE_0319,USER_NODE_06915,urban_fire,forest_region,2026-05-14 13:21:11.298300,9,99.08,1025.37,1556.49,5.96,0.276,0.199,0.507,0.1364,615.29,15.24,7,0.722,74.71,0.986,2662,599.94,moderate,high,1,1,0.952,14855,83,1
ALERT_001404,FIRE_NODE_0205,USER_NODE_07473,urban_fire,forest_region,2026-05-14 13:21:14.298300,14,178.0,512.83,3914.42,67.18,0.033,0.543,0.246,0.3648,383.83,34.97,12,0.573,97.61,0.86,587,508.51,critical,urgent,1,1,0.793,8830,104,2
ALERT_001405,FIRE_NODE_0037,USER_NODE_04414,kitchen_fire,warehouse_zone,2026-05-14 13:21:17.298300,12,121.67,606.86,1826.4,29.69,0.603,0.584,0.623,0.2319,266.35,37.09,10,0.176,55.18,0.712,2693,48.2,moderate,high,1,1,0.771,10663,420,1
ALERT_001406,FIRE_NODE_0262,USER_NODE_09912,electrical_fire,metro_station,2026-05-14 13:21:20.298300,5,48.42,354.86,3481.9,8.97,0.442,0.914,0.762,0.202,741.35,20.45,6,0.119,99.64,0.952,1777,282.23,moderate,high,1,1,0.893,6258,13,1
ALERT_001407,FIRE_NODE_0494,USER_NODE_09890,electrical_fire,commercial_complex,2026-05-14 13:21:23.298300,9,162.46,297.82,1480.21,35.52,0.912,0.02,0.754,0.0421,393.01,38.63,2,0.702,43.51,0.821,2177,352.38,low,medium,1,1,0.719,1852,350,0
ALERT_001408,FIRE_NODE_0281,USER_NODE_06665,urban_fire,shopping_mall,2026-05-14 13:21:26.298300,3,68.64,823.29,2895.21,15.52,0.54,0.914,0.064,0.4195,77.45,1.38,6,0.193,65.37,0.933,1367,172.66,critical,urgent,1,1,0.881,12797,139,2
ALERT_001409,FIRE_NODE_0075,USER_NODE_03699,forest_fire,residential_building,2026-05-14 13:21:29.298300,4,116.95,342.45,2862.69,56.84,0.834,0.848,0.355,0.5168,185.5,44.57,7,0.951,40.82,0.828,911,390.42,critical,urgent,1,1,0.904,6253,487,2
ALERT_001410,FIRE_NODE_0054,USER_NODE_02024,electrical_fire,forest_region,2026-05-14 13:21:32.298300,19,75.82,1168.85,3307.17,15.68,0.03,0.785,0.122,0.096,468.37,36.61,14,0.703,63.61,0.924,2006,584.74,moderate,high,1,1,0.779,1615,270,1
ALERT_001411,FIRE_NODE_0179,USER_NODE_09375,warehouse_fire,forest_region,2026-05-14 13:21:35.298300,18,168.03,1119.88,3619.66,49.27,0.232,0.54,0.556,0.4566,797.52,2.98,5,0.112,44.68,0.915,2489,86.13,critical,urgent,1,1,0.881,1673,459,2
ALERT_001412,FIRE_NODE_0025,USER_NODE_02798,forest_fire,metro_station,2026-05-14 13:21:38.298300,6,101.82,592.2,1548.92,61.3,0.59,0.945,0.567,0.0849,153.28,59.36,6,0.739,42.96,0.904,2777,250.24,moderate,high,1,1,0.789,12972,272,1
ALERT_001413,FIRE_NODE_0283,USER_NODE_09743,warehouse_fire,metro_station,2026-05-14 13:21:41.298300,16,71.96,1020.69,880.9,23.84,0.313,0.169,0.507,0.0125,254.76,56.08,10,0.345,61.63,0.837,523,339.21,low,medium,0,1,0.935,4294,4,0
ALERT_001414,FIRE_NODE_0352,USER_NODE_08415,kitchen_fire,industrial_area,2026-05-14 13:21:44.298300,5,78.31,1056.36,3933.22,51.97,0.096,0.031,0.585,0.5617,475.86,13.58,3,0.136,81.98,0.909,1552,107.66,critical,urgent,1,1,0.708,9348,376,2
ALERT_001415,FIRE_NODE_0137,USER_NODE_00867,kitchen_fire,shopping_mall,2026-05-14 13:21:47.298300,8,116.45,732.64,3706.41,57.65,0.614,0.12,0.664,0.6398,726.36,52.43,11,0.337,85.05,0.947,2494,408.6,critical,urgent,1,1,0.773,6902,361,2
ALERT_001416,FIRE_NODE_0235,USER_NODE_03000,building_fire,shopping_mall,2026-05-14 13:21:50.298300,15,211.92,584.92,1171.14,12.14,0.651,0.443,0.135,0.4825,643.47,43.8,9,0.242,81.39,0.703,1175,186.54,critical,urgent,1,1,0.816,4569,487,2
ALERT_001417,FIRE_NODE_0220,USER_NODE_08530,kitchen_fire,warehouse_zone,2026-05-14 13:21:53.298300,10,191.17,517.24,649.59,27.9,0.504,0.95,0.897,0.1217,164.41,10.64,11,0.799,40.36,0.737,357,325.09,moderate,high,1,1,0.772,5057,208,1
ALERT_001418,FIRE_NODE_0395,USER_NODE_05124,warehouse_fire,commercial_complex,2026-05-14 13:21:56.298300,3,61.16,483.06,1806.51,38.22,0.979,0.133,0.385,0.6061,703.96,24.26,2,0.714,45.27,0.907,2990,583.85,critical,urgent,1,1,0.856,3982,483,2
ALERT_001419,FIRE_NODE_0048,USER_NODE_02706,industrial_fire,residential_building,2026-05-14 13:21:59.298300,3,132.24,289.8,3388.67,43.38,0.655,0.036,0.544,0.3887,181.87,13.29,12,0.312,82.7,0.876,1171,508.23,critical,urgent,1,1,0.786,9129,475,2
ALERT_001420,FIRE_NODE_0253,USER_NODE_00176,building_fire,industrial_area,2026-05-14 13:22:02.298300,16,204.61,912.95,2338.05,11.19,0.264,0.957,0.329,0.2178,167.88,48.6,8,0.312,59.82,0.82,2110,263.07,moderate,high,1,1,0.819,11275,346,1
ALERT_001421,FIRE_NODE_0455,USER_NODE_08723,kitchen_fire,commercial_complex,2026-05-14 13:22:05.298300,13,133.16,992.25,4204.85,56.89,0.11,0.802,0.158,0.0854,759.33,49.34,1,0.575,92.5,0.987,2525,368.33,moderate,high,1,1,0.878,3165,466,1
ALERT_001422,FIRE_NODE_0426,USER_NODE_00120,kitchen_fire,metro_station,2026-05-14 13:22:08.298300,18,177.02,340.0,1335.35,54.37,0.351,0.144,0.333,0.2363,772.88,42.18,12,0.554,98.13,0.962,1414,309.64,moderate,high,1,1,0.963,4051,378,1
ALERT_001423,FIRE_NODE_0339,USER_NODE_08653,kitchen_fire,residential_building,2026-05-14 13:22:11.298300,20,115.75,338.07,1623.78,48.05,0.506,0.662,0.667,0.0194,62.15,32.43,8,0.231,77.95,0.86,691,353.53,low,medium,0,1,0.788,11101,476,0
ALERT_001424,FIRE_NODE_0452,USER_NODE_08578,electrical_fire,industrial_area,2026-05-14 13:22:14.298300,3,156.97,1009.03,4991.51,59.5,0.562,0.201,0.663,0.6098,185.26,16.1,6,0.192,84.2,0.818,547,42.3,critical,urgent,1,1,0.954,8466,180,2
ALERT_001425,FIRE_NODE_0488,USER_NODE_00835,building_fire,parking_area,2026-05-14 13:22:17.298300,13,142.59,450.83,2113.53,23.87,0.461,0.344,0.543,0.5039,546.08,18.37,3,0.552,90.41,0.72,1529,51.59,critical,urgent,1,1,0.861,1905,173,2
ALERT_001426,FIRE_NODE_0468,USER_NODE_04093,warehouse_fire,commercial_complex,2026-05-14 13:22:20.298300,10,156.85,316.78,3878.97,47.01,0.924,0.177,0.726,0.0589,460.93,33.56,5,0.419,90.67,0.701,1979,314.51,low,medium,1,1,0.763,4859,135,0
ALERT_001427,FIRE_NODE_0110,USER_NODE_00037,kitchen_fire,metro_station,2026-05-14 13:22:23.298300,7,175.11,128.24,4258.84,59.48,0.835,0.161,0.617,0.0143,681.41,43.66,15,0.555,83.84,0.727,1249,319.55,low,medium,0,1,0.784,10584,263,0
ALERT_001428,FIRE_NODE_0423,USER_NODE_00581,building_fire,parking_area,2026-05-14 13:22:26.298300,2,215.21,1039.97,3826.41,65.69,0.353,0.902,0.343,0.4777,594.41,2.08,6,0.393,41.17,0.989,25,77.71,critical,urgent,1,1,0.857,10134,235,2
ALERT_001429,FIRE_NODE_0169,USER_NODE_04889,forest_fire,commercial_complex,2026-05-14 13:22:29.298300,1,183.35,305.42,2734.23,44.48,0.169,0.781,0.319,0.1411,455.47,25.21,6,0.924,92.8,0.84,2960,218.76,moderate,high,1,1,0.794,3100,205,1
ALERT_001430,FIRE_NODE_0182,USER_NODE_00146,urban_fire,metro_station,2026-05-14 13:22:32.298300,16,91.82,689.89,4141.91,25.2,0.198,0.481,0.112,0.4573,424.32,30.29,4,0.335,94.28,0.726,348,522.55,critical,urgent,1,1,0.809,8718,263,2
